"Guid","AccountId","Amount","CloseDate","ContactId","Description","ForecastCategoryName","IsExcludedFromTerritory2Filter","LeadSource","Name","NextStep","Probability","SBQQ__Contracted__c","SBQQ__CreateContractedPrices__c","SBQQ__OrderGroupID__c","SBQQ__Ordered__c","SBQQ__PrimaryQuote__c","SBQQ__QuotePricebookId__c","SBQQ__Renewal__c","StageName","Type","sbaa__ApprovalStatus__c","sbaa__ApprovalStep__c","sbaa__StepApproved__c","sbaa__SubmittedDate__c"
0520ec25-a584-4b76-80d2-7d214562c90b,0559b0b9-f82f-462c-866f-ee5ec093adc5,34995.0,2024-04-03,"#N/A","#N/A",Pipeline,false,"#N/A",Skinte - Additional Sale,"#N/A",50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
053d4ed5-451a-44fd-8635-933276d7e790,f6af3d53-5e4e-4cea-9806-a21abc65af2b,72395.0,2024-06-06,"#N/A","#N/A",Pipeline,false,"#N/A",Trunyx - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
05ec51b5-fadf-46ac-bcd9-1fbf9d25c839,c41b226f-67f6-4c4f-bfcb-3c76d518d19a,100082.0,2024-08-04,"#N/A","#N/A",Pipeline,false,"#N/A",Browseblabc-Morales Corp. - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0605a305-2444-4c16-8ef5-0d58122df3c3,fbe82b49-3600-48c7-8ea5-797304010915,72395.0,2023-11-16,"#N/A","#N/A",Omitted,false,"#N/A",Plambee - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
0645275e-1cc9-489e-bda3-8d5bdd52e31c,a606e47b-3536-4bbf-bcf6-b53cecae9a8e,100082.0,2024-08-04,"#N/A","#N/A",Pipeline,false,"#N/A",Kazu - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
06c046cf-9db7-4866-bc17-748ed2e91243,498fa26e-6e4e-4ace-b1f6-49f12603af85,100082.0,2024-08-04,"#N/A","#N/A",Pipeline,false,"#N/A",Topdrive - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
06c80f1f-b5c7-41b2-a36a-279f0fbd889b,809a7c29-0134-4501-8765-9e3068a46055,29995.0,2024-01-17,"#N/A","#N/A",Closed,false,"#N/A",Fatz - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
06ee9fd5-103b-407b-98d2-29e62d82b773,f6333c4a-527d-4c6b-b52e-32d8440d850f,75995.0,2024-06-06,"#N/A","#N/A",Pipeline,false,"#N/A",Tavu - Initial Sale,"#N/A",20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
0723317b-dc93-48ba-97c2-4db2e750ce80,fa522d04-105c-4ae1-8e04-b716a1e04e7e,34995.0,2024-04-20,"#N/A","#N/A",Pipeline,false,"#N/A",Topicstorm - Additional Sale,"#N/A",20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
0731831e-e8f4-431b-b170-b71351ba3e2e,cbeb6aaa-6091-4a46-8183-34c32e7a39cf,100082.0,2024-08-04,"#N/A","#N/A",Pipeline,false,"#N/A",Avaveo - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
083c4cd5-9cbd-45c2-a5fe-2a35255afe0f,0938a1cc-70d6-4bcd-b7d7-890a7891544d,11250.0,2024-06-14,"#N/A","#N/A",Pipeline,false,"#N/A",Photolist - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0854e106-1df5-4116-9b20-4c4f3c6b14a0,10f4e9b4-25b7-491c-baf8-f91fe338fe9b,69095.0,2024-05-31,"#N/A","#N/A",Pipeline,false,"#N/A",Fliptune - SOW 3,"#N/A",20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
08842792-9859-4b9a-95e2-45f3e977cdbb,db97d66d-1e0b-4e65-8b5e-b75f26a48f1d,75000.0,2024-08-04,"#N/A","#N/A",Pipeline,false,"#N/A",Jaxspan - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
08a34317-e976-4a42-b8eb-5535d58b1862,92dca97c-7716-40c3-9f03-2a7507dd733b,18050.0,2024-06-14,"#N/A","#N/A",Pipeline,false,"#N/A",Browsetype - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
08bd029d-def1-4f19-89e4-da1a900d47e5,acf7b700-0197-4156-ae58-17f6b388d3de,32395.00000002,2024-05-16,"#N/A","#N/A",Closed,false,"#N/A",Wikizz - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0965dcaf-6881-493b-98ab-27dde77a5d09,d6c6df1b-d142-4bbc-a65f-f55e76531878,18050.0,2024-06-14,"#N/A","#N/A",Pipeline,false,"#N/A",Uidoo - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
09938c9a-1196-4c40-abdc-01d74bbe8238,fac2c8f6-07bf-4cc2-a4df-6a0b9359521d,100082.0,2024-08-04,"#N/A","#N/A",Pipeline,false,"#N/A",DabZ - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
09de4c83-6e49-4054-9c32-f1f51650f873,410e52c7-b9de-422c-8c64-c6476218130f,11550.0,2024-06-14,"#N/A","#N/A",Pipeline,false,"#N/A",Quire - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0a4cb4d6-102f-426e-a27a-17efbb979d70,963fa712-67b9-41b5-8bea-59b24f9df95e,32395.00000002,2024-03-31,"#N/A","#N/A",Closed,false,"#N/A",Pixonyx - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0ab861db-ca12-4f67-b4d7-44704ab20fdd,4caef2a9-36d3-4605-aaa6-ad78903a9559,75000.0,2024-08-04,"#N/A","#N/A",Pipeline,false,"#N/A",Talane - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0b3d7219-e5e4-4b71-8757-d5e89c6f0dd5,a5aa7c75-f06d-4c5c-b618-b35262ec8121,72395.0,2024-06-15,"#N/A","#N/A",Pipeline,false,"#N/A",Skyvu - SOW 3,"#N/A",70.0,false,false,"#N/A",false,"#N/A","#N/A",false,Perception Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
0b7df9ec-1ce9-456e-8f15-84bebd9c553d,92dca97c-7716-40c3-9f03-2a7507dd733b,74395.0,2024-06-06,"#N/A","#N/A",Pipeline,false,"#N/A",Browsetype - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
0c32b5c4-9fee-4519-8b55-c39b937dfadd,909a73a5-6469-41d3-bca4-2970c688c788,29995.0,2024-01-17,"#N/A","#N/A",Closed,false,"#N/A",Yamia - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0c6e8eec-0777-46d7-88c7-b17e40dff25c,42257c21-626b-4e88-801d-ece66b811ce1,72395.0,2023-11-16,"#N/A","#N/A",Omitted,false,"#N/A",Skimia - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
0cb640a6-6420-4bc1-a6f1-cb963cf1a3d5,f6af3d53-5e4e-4cea-9806-a21abc65af2b,100082.0,2024-08-04,"#N/A","#N/A",Pipeline,false,"#N/A",Trunyx - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0d223d76-3b90-4a36-8147-b266712a8ee4,2bf33df0-1ef1-4e67-87f1-4ab40cc4f13f,50985.0,2024-07-31,"#N/A","#N/A",Pipeline,false,"#N/A",Fanoodle - Additional Sale,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0dc2966a-0c64-41a0-95c5-de9599c96f60,94f3025f-dca1-4df8-b7ec-9dda966e228d,11550.0,2024-06-14,"#N/A","#N/A",Pipeline,false,"#N/A",Zoomlounge - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0df53a00-14fa-4c64-a009-33c8a174985a,18973a35-a6a4-4677-80bd-9e68134f50b6,18350.0,2024-06-14,"#N/A","#N/A",Pipeline,false,"#N/A",Centimia - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0e563735-3034-4859-8a0e-1fa3a2840b2b,94489879-3e39-405e-97ee-314269e20b3e,72395.0,2023-11-16,"#N/A","#N/A",Omitted,false,"#N/A",Agimba - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
0e815e53-6979-4b30-a3a6-167da48a1096,9d558da1-1efe-4f2d-8da5-8a3496d78d5b,72395.0,2023-11-16,"#N/A","#N/A",Omitted,false,"#N/A",Feedbug - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
0ec47c3c-e8ed-463f-880b-eea27fb227de,3caa8188-678e-41d3-957a-7390d5dac12d,29995.0,2024-01-17,b95f5e90-9908-40de-83b0-a9d3ae8022f7,"#N/A",Closed,false,"#N/A",Quimm - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0f82c806-0eb7-4f11-ab94-871fffae57c9,bd8358df-49a9-49db-956f-2f1ba5ed461e,74395.0,2024-06-06,"#N/A","#N/A",Pipeline,false,"#N/A",Kwimbee - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
0f924e80-1e34-4157-84b5-c9c2bf6742f9,cbb55378-658e-4ee2-8e76-62f36dad0d26,34995.0,2024-07-02,"#N/A","#N/A",Pipeline,false,"#N/A",Edgeclub - Additional Sale,"#N/A",50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
0fb393f6-7b95-42a8-8cfa-1ab10abd674c,52d6cf70-551d-41b4-84e8-9d84ee63d1be,29995.0,2024-07-20,"#N/A","#N/A",Pipeline,false,"#N/A",Skaboo - Additional Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
103460f2-2765-4b3f-9762-ab320cb84e27,a55b7a9a-0127-487d-84a8-d914100a1284,72395.0,2023-11-16,"#N/A","#N/A",Omitted,false,"#N/A",Voomm - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
1073db0a-f181-4563-ac2f-c0bcf54824bd,f397bda6-61c8-4b50-a661-180aec6e86ad,100082.0,2024-08-04,"#N/A","#N/A",Pipeline,false,"#N/A",Fiveclub - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
10c1f5a1-6e14-47f5-ab47-44fea2b43220,0877a566-c2a3-4c82-9bc2-9d651a1a7452,72395.0,2023-11-16,"#N/A","#N/A",Omitted,false,"#N/A",Oozz - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
11320d66-985e-40ce-b69d-c6aa59262eae,50abb216-b7d6-499c-bb6e-6c1423b2a616,34995.0,2024-04-10,0eea2afb-783e-476e-b573-dd1e75a45656,"#N/A",Pipeline,false,"#N/A",Tazzy - Additional Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
11ab1387-55fa-432d-846e-4e5143ba6204,106c6e97-f1b8-4550-9af5-3bb6a8581601,29995.0,2024-01-17,"#N/A","#N/A",Closed,false,"#N/A",Gabtype - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
12059cf8-833e-41ab-af05-d8cef79ca9b5,bedbb742-81b5-422f-b1d8-e7c9efcbadea,18050.0,2024-06-14,"#N/A","#N/A",Pipeline,false,"#N/A",Layo - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
1221bd36-f5f1-4f57-a59d-14e83ad28447,f6333c4a-527d-4c6b-b52e-32d8440d850f,75000.0,2024-08-04,"#N/A","#N/A",Pipeline,false,"#N/A",Tavu - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
12bec396-36b8-45aa-b51d-9c4a17cc2fc4,a63edf52-6bad-4710-ac45-7b9611541238,32395.00000002,2024-05-29,"#N/A","#N/A",Closed,false,"#N/A",Kanoodle - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
12f32fdb-aeec-4b20-9fb1-42c106127a30,801c3650-d8d4-4b39-a851-457cab98dead,18350.0,2024-06-14,"#N/A","#N/A",Pipeline,false,"#N/A",Thoughtmix - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
132d46e9-79cc-4421-bde0-e3ab3654d6aa,a55b7a9a-0127-487d-84a8-d914100a1284,100082.0,2024-08-04,"#N/A","#N/A",Pipeline,false,"#N/A",Voomm - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
135229ac-89ea-4dd5-91b8-364ed7fd84bf,e470b34f-02f6-4acd-9fdd-116680c39b2b,11550.0,2024-04-30,"#N/A","#N/A",Pipeline,false,"#N/A",Twimm - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
14a43ab5-b096-4e72-ad54-e424f6dbdc5d,f397bda6-61c8-4b50-a661-180aec6e86ad,72395.0,2023-11-16,"#N/A","#N/A",Omitted,false,"#N/A",Fiveclub - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
14b37ea7-b21b-4c91-abb0-5096485f5767,10f4e9b4-25b7-491c-baf8-f91fe338fe9b,100082.0,2024-08-04,"#N/A","#N/A",Pipeline,false,"#N/A",Fliptune - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
14ce6877-8740-4b27-b9c9-fc4d2b93b13a,f8c32c41-3ce2-46f4-8952-52159bf5d6b9,72395.0,2023-11-16,"#N/A","#N/A",Omitted,false,"#N/A",Yozio - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
14e7ecf6-1a9e-46a8-8edd-88bc24ecbca8,32d41f1e-9a6d-4a33-8f7c-89ddfc2deb73,32395.00000002,2024-03-31,"#N/A","#N/A",Closed,false,"#N/A",Yodel - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
14f0aaed-d376-469b-af4b-07a275f45d35,10f4e9b4-25b7-491c-baf8-f91fe338fe9b,18050.0,2024-06-14,"#N/A","#N/A",Pipeline,false,"#N/A",Fliptune - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
15720379-0741-45d3-8603-09708af5c16e,6e9e4e46-cfe6-4cc2-9674-2214593afeaa,72395.0,2024-04-06,"#N/A","#N/A",Pipeline,false,"#N/A",Roomm - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
1577d681-d645-4194-af3a-10607aad60da,c91c50b4-db69-485d-bd15-dffd96652dab,72395.0,2023-11-01,"#N/A","#N/A",Omitted,false,"#N/A",Brightdog - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
15b9a1bc-94cd-4558-a118-26ced50ff629,18973a35-a6a4-4677-80bd-9e68134f50b6,29995.0,2024-01-17,21f02ebc-8afd-4a26-86a5-b0d19abafb70,"#N/A",Closed,false,"#N/A",Centimia - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
15bf3afe-15f0-4d4b-86b9-89914b1e9233,4caef2a9-36d3-4605-aaa6-ad78903a9559,72395.0,2023-11-16,"#N/A","#N/A",Omitted,false,"#N/A",Talane - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
15e4672e-5a4a-4bf9-a83b-5bcbd233c373,62c87a80-8595-43e4-a01a-8d4efdf42f5f,34995.0,2024-03-11,d438f90e-84aa-444e-ab99-decfe3c77390,"#N/A",Pipeline,false,"#N/A",JumpXS - Additional Sale,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
165427ea-9e2b-427f-b176-b78d8e39d4af,24e9f70f-c385-4e09-ac7c-95fca549c5f2,100082.0,2024-08-04,"#N/A","#N/A",Pipeline,false,"#N/A",Twinder - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
165b6b9a-12c6-4405-bf7e-1d79df312b86,d85202b5-5ab4-4d1d-9118-2a29fcded4c5,11550.0,2024-06-14,"#N/A","#N/A",Pipeline,false,"#N/A",Aivee - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
16c76524-8fed-4a66-af08-9320dcdaa410,2be5173b-2455-4ecc-968d-e622a896cfe2,75000.0,2024-08-04,"#N/A","#N/A",Pipeline,false,"#N/A",Livefish - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
170f3b04-e20a-4cde-aa09-a14a50c72efc,710d6c62-80c6-4365-92a7-c606b322436a,72395.0,2023-11-16,"#N/A","#N/A",Omitted,false,"#N/A",Babblestorm - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
173ce820-bb71-4e48-a4ca-004296605b5b,b87dad07-fad3-444d-8f0a-6fd1d89f91fb,72395.0,2023-11-16,"#N/A","#N/A",Omitted,false,"#N/A",Dynazzy - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
174ebbc0-322e-4438-947b-180d76f9e919,6dec60b7-7f75-40a5-b0bb-8e608fb05891,75000.0,2024-08-04,"#N/A","#N/A",Pipeline,false,"#N/A",Lazzy - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
175cfc1e-c2f7-4ce3-b14f-f519fe90ca2b,83f11b7d-7308-447d-8fd3-a9cd4494668b,34995.0,2024-04-03,"#N/A","#N/A",Pipeline,false,"#N/A",Dazzlesphere - Additional Sale,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
180461a8-113a-424e-9c9b-fb838cd48c44,6e9e4e46-cfe6-4cc2-9674-2214593afeaa,32395.00000002,2024-05-29,"#N/A","#N/A",Closed,false,"#N/A",Roomm - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
182f9e70-0a33-4545-a4f6-d5ea27d85b29,438a418c-876f-451f-8dca-10bd30b33323,72395.0,2024-06-15,"#N/A","#N/A",Pipeline,false,"#N/A",Tazz -SOW 3,"#N/A",20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
18549d93-e30b-4f01-a1d5-12d05d2db447,0559b0b9-f82f-462c-866f-ee5ec093adc5,72395.0,2023-11-16,"#N/A","#N/A",Omitted,false,"#N/A",Skinte - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
18848877-ae00-42fd-8bc4-df72c5bcf5aa,5e218fe8-7150-425f-8959-0f571da748ca,11250.0,2024-06-14,"#N/A","#N/A",Pipeline,false,"#N/A",Babbleopia - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
