"Guid","Description","OpportunityId","Quantity","SBQQ__ParentID__c","SBQQ__QuoteLine__c","SBQQ__SubscriptionType__c","ServiceDate","SortOrder","TotalPrice","UnitPrice","sbaa__ApprovalStatus__c"
037155d0-cfb5-450a-8dd5-578e174ab7b9,"#N/A",74a7dad5-e9fc-49a7-a3fd-2ae6eaa38d19,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
03811465-7c71-4ded-8f2f-3a911f93edb7,"#N/A",32d250a0-56dd-4c47-9cd6-24e487b0181c,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
03920ce3-41f7-4479-a4ae-083d17234db3,"#N/A",4bd0a30c-1ea3-4f90-bdb6-505561c5f8d9,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
0397e150-7ad2-4c87-9be7-cb6eaf80b2ee,"#N/A",9cca4e96-0f3a-4d24-bba3-b5ac3099177f,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
03a306fc-78d2-4ee9-bc55-8efb079c514c,"#N/A",53c67a20-e2a7-4740-9178-184366a68503,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
03b2e5e4-2636-4713-be81-5846681126c4,"#N/A",4f151cf6-4782-4dfd-946a-6a3a5a1b019e,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
03b2f1c0-8a4c-4fff-8072-18bd97ddd728,"#N/A",09938c9a-1196-4c40-abdc-01d74bbe8238,25.0,"#N/A","#N/A","#N/A","#N/A","#N/A",20000.0,800.0,"#N/A"
03cbbb3f-4d15-4fef-ad32-eec7d8497c85,"#N/A",505054cb-a1da-421a-96c5-c356f8fc5e8c,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
03ccb1be-1f5f-456c-80dc-4d70fcdc9320,"#N/A",d21c386c-b04a-415e-b603-d6b084b667ab,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
03cf9dd8-ce83-4fb0-ae82-60e957f6016b,"#N/A",437a8670-ccda-43c2-b40e-973aae36a62d,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
03d11e1c-9e17-41d4-a5c8-2a7c67a3622d,"#N/A",a1329dff-3ace-4073-a31b-ec93b004f600,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
03e4328c-a9a3-42d6-9d21-fe22a18ba400,"#N/A",195ab2aa-227d-4145-8e38-698fb1d1afa4,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",300.0,300.0,"#N/A"
041462d1-15f3-4c9e-81af-868720886d0e,"#N/A",4b98417f-36bc-4919-a1e2-280ed2cd6360,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
0416c47b-f048-436b-b75e-58e10c24fdb6,"#N/A",b41a35cb-2dc9-4ade-8b71-eea5818b9655,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
04238f8f-bca1-4e18-af6c-69b06d14bcd7,"#N/A",7c2b6130-3882-47f2-9982-89e1afee0024,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
0425abed-1dcf-4e10-ae8b-95df8e81dd13,"#N/A",0605a305-2444-4c16-8ef5-0d58122df3c3,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
042a33d6-4982-4184-b2c2-e5d902ae0889,"#N/A",a6b282e2-8efe-4182-8695-7587802d8212,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
04341a1b-1f6a-4713-8478-50aa079b1b49,"#N/A",1577d681-d645-4194-af3a-10607aad60da,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
043d2085-0a49-4231-b1f9-15c718de538a,"#N/A",1ee0e6fb-d6da-4cfe-acdc-a4813af69be5,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
04404997-065c-485d-bb82-73b5abd5fa06,"#N/A",b65cda8a-4fc8-4cf4-8713-78673985b22c,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
0448a59b-132c-4035-a976-cc83d170e278,"#N/A",12059cf8-833e-41ab-af05-d8cef79ca9b5,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
044ba6ad-9242-4950-9296-4a3da8d19c1f,"#N/A",180461a8-113a-424e-9c9b-fb838cd48c44,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
044ea125-61a2-44c7-9051-83529584236f,"#N/A",d5dab4c3-df16-4c3e-aee9-e635315a8cc0,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
045176e1-7d9f-4316-a6ce-7314cc327e34,"#N/A",d0986f6d-1ae2-4884-971d-441b19a8b4ad,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
04578a5e-d278-4292-9ce4-7003aa790ef0,"#N/A",877ab58c-b52a-45a6-8b4c-f7d59a9675e2,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
046875cf-ade3-49b3-becf-05cbd060584b,"#N/A",4bd0a30c-1ea3-4f90-bdb6-505561c5f8d9,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
047122d2-1959-4564-87dd-08035ce78c4f,"#N/A",10c1f5a1-6e14-47f5-ab47-44fea2b43220,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
047d6917-10cb-4508-a844-235a815e0491,"#N/A",f9b786f9-e536-4de4-b00a-1aa1cc35d458,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
0493030d-8881-40ab-a939-e183c836c9c0,"#N/A",b41a35cb-2dc9-4ade-8b71-eea5818b9655,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
049a5af4-d7bc-4df5-aea9-9db5ba7fb8ab,"#N/A",7f380c2d-5911-4992-a3bf-6a7f4c8a3796,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
04c1878c-c410-4bf7-909d-d1b9bca86fb8,"#N/A",f97e8228-1329-47e4-a639-2d00fd43d88a,10.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5800.0,580.0,"#N/A"
04c22b29-9786-409d-a942-1c438b98e0d3,"#N/A",40362731-a562-44bf-961f-53c58c7d48cb,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
04d83cbb-2e6c-41c4-a05c-05abb69df169,"#N/A",4b81c86e-7aea-441f-be3a-0b1740911275,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
04e698a1-ec68-4c92-8cc5-c5510c7a32e8,"#N/A",89dec3d1-4e19-476a-a28e-6c8cb2a331f0,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
04f9c6ae-704e-4417-bf76-08a7980b4636,"#N/A",d6280a43-e9de-41bb-a0c3-2c3c76de9ebe,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
05294a0f-26ab-4da4-a688-6df5e2a794de,"#N/A",2a87ba41-e3e6-4438-9dfd-8888a9e48164,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
053b1941-d222-4fb2-8cdb-1024d265c2fb,"#N/A",94742c3d-27c5-45ae-b239-e9ea544b29ed,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
05737b81-8e15-404e-83ac-94df28a3e647,"#N/A",0c6e8eec-0777-46d7-88c7-b17e40dff25c,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
05797344-d9df-4df9-9f42-09cadb997fd2,"#N/A",0605a305-2444-4c16-8ef5-0d58122df3c3,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
0580fe59-b7c6-4c29-b27d-103bd358a185,"#N/A",c6462413-81a6-49c8-bdd0-40afda254f59,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
05912856-0710-4d4f-9c56-5403ad9814c8,"#N/A",857fef49-0613-4e88-9369-b4b5efc6dbf9,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
059777a7-a509-456e-af3a-fc371c3163c2,"#N/A",5389859e-9ef2-49ba-8bc7-eb0933a1ade9,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
05a342a4-3908-4631-bd61-7bcb74c57f85,"#N/A",12bec396-36b8-45aa-b51d-9c4a17cc2fc4,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
05c39f1d-f0aa-4f06-b317-f8f8949ae824,"#N/A",421c1d36-7000-459e-a6f8-ba8ee6cbe727,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
05c3eb91-342f-4d51-9980-f3ae086ab08f,"#N/A",7e5eb3d4-1cf5-42b4-a612-e69e38fd672a,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
05d8c251-9cd5-4207-8bdc-50b5f3aaaf1d,"#N/A",63b846fc-f3b4-454d-9768-d65cd0d3e211,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
05f12abc-6e29-4b99-a89d-809f3342e4a8,"#N/A",63b846fc-f3b4-454d-9768-d65cd0d3e211,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
05fbd5cb-fedc-417e-876c-fc0779462097,"#N/A",bf60ded6-ef2d-4c3c-aabe-05d37e8f9074,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
05fdd148-061c-4674-bc3a-8d51f18107b3,"#N/A",a47fc653-66ea-4fae-8888-90fc1c85bacd,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
0605dc0f-0656-413f-bf8a-faaa9b2060f1,"#N/A",911cee6c-f985-4a27-b271-248bcc4698ff,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
0608f017-82b9-481a-bb54-981a4294e299,"#N/A",e6c9d9ee-69ca-42a4-87fc-c8809cf8f4cf,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
061df5f5-fe09-4b0e-b89d-f3821bd9a88c,"#N/A",18549d93-e30b-4f01-a1d5-12d05d2db447,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
0622fd69-bf94-4444-ace7-361124c76c4d,"#N/A",b0b31a4b-e1c4-42fb-a7de-7308d1e51a4b,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
0623e20b-0728-4215-b1f8-57349fc199f8,"#N/A",d0b33e05-b27e-4c8d-901f-9c7fe3e929ba,25.0,"#N/A","#N/A","#N/A","#N/A","#N/A",20000.0,800.0,"#N/A"
06315e71-d6e2-4889-a297-72be63c01172,"#N/A",6a229588-1c5c-4d5a-b7cf-7f952f440d59,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
0644e101-5f7e-4442-8b0c-c71d1276f34c,"#N/A",68d95a3d-cf47-490a-accf-4aa913e6c406,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
065325fb-5c10-4e07-847d-aff280cf22d2,"#N/A",6ad8d0ba-3518-4265-b153-5abd0a45af10,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
0657b952-99e8-4f94-b7f5-f6e8f326bd20,"#N/A",430bcc1e-a8e6-441f-9814-0db0fc77ebde,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
0658ba36-3966-428f-a4f8-56693c23e67d,"#N/A",ebca359e-8e04-485e-bf8e-ffa63c88971f,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
065eb379-a529-4650-81c9-20c70d854526,"#N/A",1c03b6a1-eb3d-40dd-888c-f88bcdbe0fde,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
06701761-c669-4749-b187-d56d875dad3c,"#N/A",5ba8f97e-22bc-48a3-b447-3ed0bc909095,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
067e00a9-ec7f-4b56-9b1e-c056a3ecde20,"#N/A",308b0c12-ced3-4e78-ab9f-463b20f39176,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
06a3f4be-e8ac-44a7-933c-e3c4f3e3a560,"#N/A",d5dab4c3-df16-4c3e-aee9-e635315a8cc0,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
06a7becc-de6a-4ea0-bdc2-4635429c147f,"#N/A",4bf16aed-831a-4a8c-8987-d1736006a2e4,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
